epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5642950534820557,0.0010000000474974513,1.3140507936477661,0.6136277318000793,1.114303469657898
1,0.5975032448768616,0.0010000000474974513,1.160604476928711,0.6261895895004272,1.0643104314804077
2,0.613658607006073,0.0010000000474974513,1.1151535511016846,0.6326608061790466,1.0561811923980713
3,0.6218994855880737,0.0010000000474974513,1.0845195055007935,0.6151503324508667,1.0857990980148315
4,0.6347911357879639,0.0010000000474974513,1.0660992860794067,0.6338028311729431,1.0561500787734985
5,0.6355254650115967,0.0010000000474974513,1.046563744544983,0.6714884042739868,0.9504859447479248
6,0.6391155123710632,0.0010000000474974513,1.032084584236145,0.6475066542625427,1.03367280960083
7,0.6430319547653198,0.0010000000474974513,1.0291085243225098,0.6558812260627747,1.004953384399414
8,0.6472747921943665,0.0010000000474974513,1.0086570978164673,0.6634944677352905,0.9595192074775696
9,0.6416448950767517,0.0010000000474974513,1.015947937965393,0.6627331376075745,0.9705746173858643
10,0.6586161851882935,0.0010000000474974513,0.9860977530479431,0.6486486196517944,1.0149927139282227
11,0.6574738621711731,0.0010000000474974513,0.9809381365776062,0.6752949953079224,0.9586569666862488
12,0.6573107242584229,0.0010000000474974513,0.9750155210494995,0.6829082369804382,0.9211106896400452
13,0.6629406213760376,0.0010000000474974513,0.9825959205627441,0.6806243062019348,0.9432583451271057
14,0.6591873168945312,0.0010000000474974513,0.9783701300621033,0.6878568530082703,0.9233289957046509
15,0.6679993271827698,0.0010000000474974513,0.9528949856758118,0.6836695671081543,0.9313391447067261
16,0.6622878313064575,0.0010000000474974513,0.9698359370231628,0.6950894594192505,0.8911834359169006
17,0.6707735061645508,0.0010000000474974513,0.9516412615776062,0.6802436113357544,0.9191254377365112
18,0.6622062921524048,0.0010000000474974513,0.9655189514160156,0.6950894594192505,0.8865916132926941
19,0.6648988127708435,0.0010000000474974513,0.9569299817085266,0.6954700946807861,0.8936424851417542
20,0.6714262366294861,0.0010000000474974513,0.938736617565155,0.6779596209526062,0.9478123784065247
21,0.6716710329055786,0.0010000000474974513,0.9416994452476501,0.6973734498023987,0.8988187909126282
22,0.6708551049232483,0.0010000000474974513,0.933544933795929,0.6947087645530701,0.9068707227706909
23,0.6688968539237976,0.0010000000474974513,0.936789333820343,0.6928054690361023,0.8826817274093628
24,0.6748531460762024,0.0010000000474974513,0.9303066730499268,0.6768176555633545,0.9384148716926575
25,0.6715078353881836,0.0010000000474974513,0.9249688982963562,0.6863341927528381,0.914607584476471
26,0.6722421646118164,0.0010000000474974513,0.9314619898796082,0.6943281292915344,0.8754178285598755
27,0.676158607006073,0.0010000000474974513,0.9242109060287476,0.6699657440185547,0.9329635500907898
