accuracy,loss,val_accuracy,val_loss,learning_rate
0.5807767510414124,1.2334614992141724,0.6623525023460388,0.9989205598831177,0.0010000000474974513
0.6333224773406982,1.0561429262161255,0.6612104773521423,0.9728279113769531,0.0010000000474974513
0.6486618518829346,1.005936622619629,0.6768176555633545,0.9184706807136536,0.0010000000474974513
0.6635117530822754,0.9668225049972534,0.6718690395355225,0.92667555809021,0.0010000000474974513
0.6670202612876892,0.962332010269165,0.7015607357025146,0.8867225646972656,0.0010000000474974513
0.6671833992004395,0.9449131488800049,0.6916635036468506,0.899294376373291,0.0010000000474974513
0.6708551049232483,0.9368312954902649,0.71221923828125,0.8267800211906433,0.0010000000474974513
0.6870104670524597,0.9000495672225952,0.7065093517303467,0.8464359045028687,0.0010000000474974513
0.6773009300231934,0.9127893447875977,0.7247810959815979,0.8101887702941895,0.0010000000474974513
0.6944353580474854,0.8808955550193787,0.721355140209198,0.8255526423454285,0.0010000000474974513
0.6922323703765869,0.8810824155807495,0.7251617908477783,0.7962442636489868,0.0010000000474974513
0.6885607242584229,0.8860295414924622,0.7312523722648621,0.754218578338623,0.0010000000474974513
0.6975358724594116,0.8699904680252075,0.7160258889198303,0.8413996696472168,0.0010000000474974513
0.6978622674942017,0.8602302670478821,0.7388656139373779,0.7524730563163757,0.0010000000474974513
0.6968015432357788,0.8631796836853027,0.7175485491752625,0.8064290881156921,0.0010000000474974513
0.6979438662528992,0.8580961227416992,0.7400076389312744,0.7491671442985535,0.0010000000474974513
0.7022683024406433,0.8434067964553833,0.7426722645759583,0.7468128204345703,0.0010000000474974513
0.7050424218177795,0.8500658869743347,0.7495241761207581,0.7286998629570007,0.0010000000474974513
0.7005548477172852,0.8489899635314941,0.7419109344482422,0.7364407777786255,0.0010000000474974513
0.7052872180938721,0.8318140506744385,0.74381422996521,0.7500061392784119,0.0010000000474974513
0.7118962407112122,0.8318952322006226,0.7430528998374939,0.7359858155250549,0.0010000000474974513
0.7114882469177246,0.8270622491836548,0.7472401857376099,0.7343489527702332,0.0010000000474974513
0.7082245349884033,0.8233753442764282,0.7491434812545776,0.7192556262016296,0.0010000000474974513
0.7154046893119812,0.8305243253707886,0.7415302395820618,0.7361626029014587,0.0010000000474974513
0.7145071625709534,0.8177189826965332,0.7491434812545776,0.7304158210754395,0.0010000000474974513
0.7171997427940369,0.8146895170211792,0.7369623184204102,0.7421213388442993,0.0010000000474974513
0.7117330431938171,0.8203384876251221,0.7449561953544617,0.7425265908241272,0.0010000000474974513
0.7150783538818359,0.8134860992431641,0.7285877466201782,0.7873730063438416,0.0010000000474974513
0.7087956666946411,0.8249762058258057,0.7552341222763062,0.7048838138580322,0.0010000000474974513
0.7188315987586975,0.803545355796814,0.7460982203483582,0.7262796759605408,0.0010000000474974513
0.7167917490005493,0.8081359267234802,0.7506661415100098,0.730026125907898,0.0010000000474974513
0.7152414917945862,0.8067889213562012,0.7449561953544617,0.7165685296058655,0.0010000000474974513
0.7251958250999451,0.7937175631523132,0.7460982203483582,0.7147932052612305,0.0010000000474974513
0.7234823703765869,0.8030561208724976,0.7434335947036743,0.7391823530197144,0.0010000000474974513
0.7247878313064575,0.787525475025177,0.762086033821106,0.6912006139755249,0.0010000000474974513
0.7235639691352844,0.7861400842666626,0.7533307671546936,0.6897526383399963,0.0010000000474974513
0.7217689156532288,0.7977907061576843,0.758660078048706,0.6919377446174622,0.0010000000474974513
0.7195659279823303,0.7975034117698669,0.752950131893158,0.704052746295929,0.0010000000474974513
0.7260117530822754,0.7896530032157898,0.748762845993042,0.7114096879959106,0.0010000000474974513
0.7216057181358337,0.790574848651886,0.7521888017654419,0.7070358991622925,0.0010000000474974513
0.7221769094467163,0.7954886555671692,0.7666539549827576,0.6856442093849182,0.0010000000474974513
0.7191579341888428,0.7974796891212463,0.7624666690826416,0.7001115083694458,0.0010000000474974513
0.7233191728591919,0.7924894690513611,0.7605633735656738,0.7009944915771484,0.0010000000474974513
0.7237271666526794,0.7842951416969299,0.7651313543319702,0.6833646893501282,0.0010000000474974513
0.7260117530822754,0.7931501865386963,0.7609440684318542,0.7028219103813171,0.0010000000474974513
0.7263381481170654,0.7795397639274597,0.7655119895935059,0.671366274356842,0.0010000000474974513
0.7291122674942017,0.7826230525970459,0.7666539549827576,0.6729822754859924,0.0010000000474974513
0.7301729917526245,0.7722132802009583,0.7605633735656738,0.6859351396560669,0.0010000000474974513
0.7355580925941467,0.7659988403320312,0.762847363948822,0.6821065545082092,0.0010000000474974513
0.7320495843887329,0.7680671215057373,0.7647506594657898,0.6936630606651306,0.0010000000474974513
0.727317214012146,0.7784534692764282,0.752950131893158,0.6979587078094482,0.0010000000474974513
0.7324575781822205,0.7702780961990356,0.7735059261322021,0.6591837406158447,0.0010000000474974513
0.732539176940918,0.774480938911438,0.7594214081764221,0.6913800835609436,0.0010000000474974513
0.7318048477172852,0.7680910229682922,0.7647506594657898,0.6952849626541138,0.0010000000474974513
0.7345789670944214,0.7697810530662537,0.7658926248550415,0.6803869009017944,0.0010000000474974513
0.7268276810646057,0.7728942632675171,0.7571374177932739,0.7158352732658386,0.0010000000474974513
0.7370267510414124,0.7666205167770386,0.7601827383041382,0.7050708532333374,0.0010000000474974513
0.7350685596466064,0.7552470564842224,0.7643700242042542,0.6805368065834045,0.0010000000474974513
0.7303361892700195,0.7707710862159729,0.7674152851104736,0.6679360270500183,0.0010000000474974513
0.7387402057647705,0.7590514421463013,0.7738865613937378,0.6589571833610535,0.0010000000474974513
0.7329471111297607,0.7582345008850098,0.7704606056213379,0.6674193739891052,0.0010000000474974513
0.7377610802650452,0.7566892504692078,0.7735059261322021,0.6458443403244019,0.0010000000474974513
0.7345789670944214,0.7614133358001709,0.7662733197212219,0.6887140870094299,0.0010000000474974513
0.7382506728172302,0.7533418536186218,0.75789874792099,0.7061812877655029,0.0010000000474974513
0.7380058765411377,0.7589960098266602,0.767034649848938,0.6705549955368042,0.0010000000474974513
0.7328655123710632,0.7628037333488464,0.7643700242042542,0.6837241649627686,0.0010000000474974513
0.7340894341468811,0.7521167993545532,0.7651313543319702,0.6793404221534729,0.0010000000474974513
0.7343342304229736,0.7570375800132751,0.7662733197212219,0.6808325052261353,0.0010000000474974513
0.7371083498001099,0.7626529932022095,0.776931881904602,0.668307363986969,0.0010000000474974513
0.7326207756996155,0.7633414268493652,0.7674152851104736,0.6785823106765747,0.0010000000474974513
0.7401272654533386,0.7472846508026123,0.7681766152381897,0.6688159704208374,0.0010000000474974513
0.7434725761413574,0.7444686889648438,0.7582793831825256,0.68218594789505,0.0010000000474974513
0.7353948950767517,0.7571635246276855,0.7727445960044861,0.6619486212730408,0.0010000000474974513
0.738985002040863,0.750213623046875,0.7742671966552734,0.6510528922080994,0.0010000000474974513
0.7372715473175049,0.7507051825523376,0.7639893293380737,0.6725004315376282,0.0010000000474974513
0.7375163435935974,0.7515414357185364,0.7723639011383057,0.6534045338630676,0.0010000000474974513
0.738821804523468,0.749016523361206,0.7750285267829895,0.6539345979690552,0.0010000000474974513
0.741432785987854,0.7441943287849426,0.7757898569107056,0.6645166277885437,0.0010000000474974513
0.7482865452766418,0.72652268409729,0.767795979976654,0.6499732732772827,0.0005000000237487257
0.7429830431938171,0.7293592095375061,0.7750285267829895,0.6446754336357117,0.0005000000237487257
